day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;25600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;436.0
1;25700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;436.0
1;25700;SQUID_INK;1849;25;;;;;1852;25;;;;;1850.5;634.140625
1;25700;KELP;2033;25;;;;;2036;25;;;;;2034.5;121.71875
1;25800;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;436.0
1;25800;SQUID_INK;1849;29;;;;;1852;29;;;;;1850.5;623.8828125
1;25800;KELP;2033;29;;;;;2036;29;;;;;2034.5;120.15625
1;25900;KELP;2033;29;;;;;2036;29;;;;;2034.5;122.5234375
1;25900;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;438.0
1;25900;SQUID_INK;1849;29;;;;;1852;29;;;;;1850.5;616.8125
1;26000;SQUID_INK;1851;1;1849;27;;;1852;27;;;;;1851.5;630.8515625
1;26000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;438.0
1;26000;KELP;2035;1;2033;27;;;2036;27;;;;;2035.5;124.7578125
1;26100;SQUID_INK;1850;1;1849;2;1848;25;1851;1;1852;24;;;1850.5;591.015625
1;26100;KELP;2035;1;2033;27;;;2036;25;;;;;2035.5;125.3046875
1;26100;RAINFOREST_RESIN;10002;1;9998;3;9996;1;10004;1;10005;24;;;10003.0;438.0
1;26200;SQUID_INK;1848;29;;;;;1851;29;;;;;1849.5;577.9453125
1;26200;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;440.0
1;26200;KELP;2033;29;;;;;2036;29;;;;;2034.5;123.7265625
1;26300;KELP;2033;25;;;;;2036;26;;;;;2034.5;123.71875
1;26300;SQUID_INK;1847;25;;;;;1851;26;;;;;1849.0;544.2578125
1;26300;RAINFOREST_RESIN;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;442.0
1;26400;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;442.0
1;26400;KELP;2033;27;;;;;2036;27;;;;;2034.5;123.7265625
1;26400;SQUID_INK;1848;27;;;;;1851;27;;;;;1849.5;555.09375
1;26500;KELP;2033;22;;;;;2036;22;;;;;2034.5;125.1328125
1;26500;SQUID_INK;1847;22;;;;;1850;22;;;;;1848.5;504.1484375
1;26500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;442.0
1;26600;SQUID_INK;1847;31;;;;;1850;31;;;;;1848.5;499.8515625
1;26600;RAINFOREST_RESIN;9996;2;9995;29;;;9998;4;10004;2;10005;29;9997.0;442.0
1;26600;KELP;2033;31;;;;;2036;31;;;;;2034.5;127.25
1;26700;KELP;2035;1;2033;34;;;2036;26;;;;;2035.5;126.890625
1;26700;SQUID_INK;1846;1;1845;8;1844;26;1847;26;;;;;1846.5;385.3671875
1;26700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;450.0
1;26800;RAINFOREST_RESIN;10002;1;9998;7;9995;20;10005;20;;;;;10003.5;450.0
1;26800;KELP;2033;20;;;;;2036;20;;;;;2034.5;127.1015625
1;26800;SQUID_INK;1844;20;;;;;1847;20;;;;;1845.5;348.8515625
1;26900;KELP;2033;22;;;;;2036;22;;;;;2034.5;125.390625
1;26900;SQUID_INK;1846;22;;;;;1849;22;;;;;1847.5;472.03125
1;26900;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;452.0
1;27000;SQUID_INK;1849;27;;;;;1850;6;1852;27;;;1849.5;604.0078125
1;27000;RAINFOREST_RESIN;9998;2;9996;1;9995;26;10004;1;10005;26;;;10001.0;452.0
1;27000;KELP;2033;27;;;;;2035;6;2036;27;;;2034.0;128.484375
1;27100;KELP;2035;1;2033;29;;;2036;29;;;;;2035.5;128.140625
1;27100;SQUID_INK;1851;1;1849;29;;;1852;29;;;;;1851.5;627.34375
1;27100;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10002;10;10004;2;9997.0;452.0
1;27200;RAINFOREST_RESIN;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;454.0
1;27200;KELP;2035;1;2033;32;;;2036;25;;;;;2035.5;127.6171875
1;27200;SQUID_INK;1853;1;1851;32;;;1854;25;;;;;1853.5;707.2265625
1;27300;KELP;2033;24;;;;;2036;25;;;;;2034.5;128.75390625
1;27300;SQUID_INK;1850;24;;;;;1853;25;;;;;1851.5;659.5859375
1;27300;RAINFOREST_RESIN;9995;25;;;;;10002;8;10005;25;;;9998.5;454.0
1;27400;SQUID_INK;1849;6;1848;23;;;1851;1;1852;22;;;1850.0;588.8671875
1;27400;RAINFOREST_RESIN;9996;1;9995;22;;;9998;3;10004;1;10005;22;9997.0;454.0
1;27400;KELP;2034;6;2033;23;;;2036;23;;;;;2035.0;127.47265625
1;27500;SQUID_INK;1848;30;;;;;1851;30;;;;;1849.5;561.5859375
1;27500;KELP;2033;30;;;;;2036;30;;;;;2034.5;126.11328125
1;27500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;460.0
1;27600;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;460.0
1;27600;KELP;2035;1;2033;34;;;2036;28;;;;;2035.5;126.12109375
1;27600;SQUID_INK;1851;1;1849;34;;;1852;28;;;;;1851.5;608.34375
1;27700;SQUID_INK;1849;32;;;;;1852;32;;;;;1850.5;601.9453125
1;27700;KELP;2033;32;;;;;2036;32;;;;;2034.5;126.1171875
1;27700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;460.0
1;27800;SQUID_INK;1848;27;;;;;1851;22;;;;;1849.5;578.0859375
1;27800;RAINFOREST_RESIN;9998;2;9996;2;9995;20;10004;2;10005;20;;;10001.0;460.0
1;27800;KELP;2033;27;;;;;2036;22;;;;;2034.5;126.86328125
1;27900;SQUID_INK;1848;29;;;;;1850;8;1851;29;;;1849.0;577.2109375
1;27900;KELP;2033;29;;;;;2035;8;2036;29;;;2034.0;126.6015625
1;27900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;460.0
1;28000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;460.0
1;28000;KELP;2033;26;;;;;2036;22;;;;;2034.5;125.3515625
1;28000;SQUID_INK;1849;26;;;;;1852;22;;;;;1850.5;619.2109375
1;28100;SQUID_INK;1848;1;1847;20;;;1851;21;;;;;1849.5;548.1484375
1;28100;KELP;2033;21;;;;;2036;21;;;;;2034.5;124.8515625
1;28100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;460.0
1;28200;SQUID_INK;1849;23;;;;;1852;23;;;;;1850.5;632.6171875
1;28200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;468.0
1;28200;KELP;2033;23;;;;;2036;23;;;;;2034.5;126.86328125
1;28300;SQUID_INK;1849;30;;;;;1852;30;;;;;1850.5;602.21875
1;28300;KELP;2033;30;;;;;2036;30;;;;;2034.5;125.85546875
1;28300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;468.0
1;28400;RAINFOREST_RESIN;9995;20;;;;;10002;8;10005;20;;;9998.5;468.0
1;28400;KELP;2033;20;;;;;2036;20;;;;;2034.5;125.34765625
1;28400;SQUID_INK;1849;20;;;;;1853;20;;;;;1851.0;641.8203125
1;28500;KELP;2033;33;;;;;2036;30;;;;;2034.5;125.84375
1;28500;SQUID_INK;1847;33;;;;;1850;30;;;;;1848.5;514.7578125
1;28500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;468.0
1;28600;KELP;2033;27;;;;;2034;5;2036;28;;;2033.5;127.29296875
1;28600;SQUID_INK;1848;27;;;;;1849;5;1851;28;;;1848.5;549.1328125
1;28600;RAINFOREST_RESIN;9996;2;9995;26;;;10000;5;10002;5;10004;2;9998.0;468.0
1;28700;SQUID_INK;1848;23;;;;;1851;24;;;;;1849.5;569.9921875
1;28700;RAINFOREST_RESIN;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;468.0
1;28700;KELP;2033;23;;;;;2036;24;;;;;2034.5;131.05078125
1;28800;RAINFOREST_RESIN;9995;21;;;;;10002;8;10005;21;;;9998.5;468.0
1;28800;KELP;2033;21;;;;;2036;21;;;;;2034.5;133.48046875
1;28800;SQUID_INK;1848;21;;;;;1851;21;;;;;1849.5;583.921875
1;28900;KELP;2033;24;;;;;2036;23;;;;;2034.5;133.171875
1;28900;SQUID_INK;1850;24;;;;;1853;23;;;;;1851.5;657.1484375
1;28900;RAINFOREST_RESIN;9996;1;9995;22;;;10002;5;10004;1;10005;22;9999.0;468.0
1;29000;KELP;2033;26;;;;;2036;26;;;;;2034.5;133.48828125
1;29000;SQUID_INK;1851;2;1850;24;;;1854;26;;;;;1852.5;698.296875
1;29000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;468.0
1;29100;SQUID_INK;1850;23;;;;;1853;23;;;;;1851.5;678.5234375
1;29100;RAINFOREST_RESIN;9995;23;;;;;10002;2;10005;23;;;9998.5;470.0
1;29100;KELP;2033;23;;;;;2036;23;;;;;2034.5;135.04296875
1;29200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;470.0
1;29200;KELP;2033;23;;;;;2036;23;;;;;2034.5;135.328125
1;29200;SQUID_INK;1850;23;;;;;1853;1;1854;22;;;1851.5;689.4921875
1;29300;KELP;2033;23;;;;;2036;23;;;;;2034.5;135.02734375
1;29300;SQUID_INK;1850;1;1849;22;;;1853;23;;;;;1851.5;645.6640625
1;29300;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;470.0
1;29400;KELP;2033;25;;;;;2036;25;;;;;2034.5;134.7265625
1;29400;SQUID_INK;1851;25;;;;;1854;25;;;;;1852.5;703.671875
1;29400;RAINFOREST_RESIN;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;470.0
1;29500;SQUID_INK;1850;19;;;;;1853;20;;;;;1851.5;659.40625
1;29500;RAINFOREST_RESIN;9998;6;9995;20;;;10005;20;;;;;10001.5;470.0
1;29500;KELP;2033;19;;;;;2036;20;;;;;2034.5;134.125
1;29600;RAINFOREST_RESIN;9996;1;9995;26;;;10000;4;10004;1;10005;26;9998.0;470.0
1;29600;KELP;2033;27;;;;;2034;4;2036;27;;;2033.5;134.74609375
1;29600;SQUID_INK;1853;27;;;;;1854;4;1856;27;;;1853.5;804.9765625
1;29700;KELP;2033;23;;;;;2035;8;2036;23;;;2034.0;133.53515625
1;29700;SQUID_INK;1851;1;1850;22;;;1852;8;1854;23;;;1851.5;694.90625
1;29700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;470.0
1;29800;KELP;2035;1;2033;29;;;2036;25;;;;;2035.5;134.046875
1;29800;SQUID_INK;1855;1;1853;29;;;1856;25;;;;;1855.5;811.421875
1;29800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;470.0
1;29900;SQUID_INK;1854;32;;;;;1857;32;;;;;1855.5;849.515625
1;29900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;490.0
1;29900;KELP;2033;32;;;;;2036;32;;;;;2034.5;134.62109375
1;30000;RAINFOREST_RESIN;9998;10;9996;2;9995;23;10004;2;10005;23;;;10001.0;490.0
1;30000;KELP;2033;29;;;;;2036;25;;;;;2034.5;139.380859375
1;30000;SQUID_INK;1854;29;;;;;1857;25;;;;;1855.5;878.75
1;30100;KELP;2033;21;;;;;2036;1;2037;20;;;2034.5;140.083984375
1;30100;SQUID_INK;1853;21;;;;;1856;21;;;;;1854.5;807.0625
1;30100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;490.0
1;30200;KELP;2033;30;;;;;2036;2;2037;28;;;2034.5;140.8046875
1;30200;SQUID_INK;1851;30;;;;;1854;2;1855;28;;;1852.5;739.7890625
1;30200;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10002;8;10004;2;9997.0;490.0
1;30300;SQUID_INK;1851;31;;;;;1853;1;1854;31;;;1852.0;724.3984375
1;30300;RAINFOREST_RESIN;10002;4;9996;2;9995;29;10004;2;10005;29;;;10003.0;492.0
1;30300;KELP;2033;31;;;;;2035;1;2036;2;2037;29;2034.0;140.666015625
1;30400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;500.0
1;30400;KELP;2035;2;2033;30;;;2037;30;;;;;2036.0;141.2578125
1;30400;SQUID_INK;1852;2;1850;30;;;1853;30;;;;;1852.5;681.8828125
1;30500;KELP;2034;5;2033;30;;;2037;30;;;;;2035.5;141.48046875
1;30500;SQUID_INK;1852;35;;;;;1855;30;;;;;1853.5;759.4921875
1;30500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;500.0
1;30600;KELP;2033;32;;;;;2035;7;2036;2;2037;30;2034.0;141.40625
1;30600;SQUID_INK;1851;2;1850;30;;;1852;7;1854;32;;;1851.5;694.3828125
1;30600;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;500.0
1;30700;SQUID_INK;1851;2;1850;27;;;1854;29;;;;;1852.5;698.0
1;30700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;510.0
1;30700;KELP;2033;29;;;;;2037;29;;;;;2035.0;141.1796875
1;30800;RAINFOREST_RESIN;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;510.0
1;30800;KELP;2033;31;;;;;2036;2;2037;29;;;2034.5;140.56640625
1;30800;SQUID_INK;1849;31;;;;;1852;31;;;;;1850.5;623.1875
1;30900;KELP;2033;21;;;;;2035;7;2036;21;;;2034.0;137.48046875
1;30900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;510.0
1;30900;SQUID_INK;1850;21;;;;;1852;7;1853;21;;;1851.0;661.15625
1;31000;KELP;2035;6;2033;28;;;2036;28;;;;;2035.5;137.88671875
1;31000;SQUID_INK;1851;6;1849;28;;;1852;2;1853;26;;;1851.5;638.0625
1;31000;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;510.0
1;31100;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;510.0
1;31100;SQUID_INK;1850;14;;;;;1853;23;;;;;1851.5;649.6640625
1;31100;KELP;2033;23;;;;;2034;9;2037;23;;;2033.5;141.91796875
1;31200;RAINFOREST_RESIN;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;512.0
1;31200;KELP;2033;21;;;;;2035;8;2037;22;;;2034.0;155.96875
1;31200;SQUID_INK;1850;21;;;;;1852;8;1853;22;;;1851.0;668.7421875
1;31300;KELP;2034;2;2033;20;;;2037;22;;;;;2035.5;156.50390625
1;31300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;512.0
1;31300;SQUID_INK;1851;2;1850;20;;;1854;22;;;;;1852.5;695.0546875
1;31400;KELP;2033;22;;;;;2037;22;;;;;2035.0;155.82421875
1;31400;SQUID_INK;1851;22;;;;;1855;22;;;;;1853.0;740.796875
1;31400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;512.0
1;31500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;512.0
1;31500;SQUID_INK;1852;22;;;;;1855;22;;;;;1853.5;778.96875
1;31500;KELP;2034;1;2033;21;;;2037;22;;;;;2035.5;158.02734375
1;31600;RAINFOREST_RESIN;9995;24;;;;;9998;3;10005;24;;;9996.5;512.0
1;31600;KELP;2033;24;;;;;2037;24;;;;;2035.0;158.33203125
1;31600;SQUID_INK;1851;24;;;;;1854;24;;;;;1852.5;713.1484375
1;31700;KELP;2033;29;;;;;2037;29;;;;;2035.0;156.52734375
1;31700;RAINFOREST_RESIN;9995;29;;;;;10002;3;10005;29;;;9998.5;518.0
1;31700;SQUID_INK;1852;29;;;;;1856;29;;;;;1854.0;791.9375
1;31800;KELP;2035;2;2033;24;;;2037;24;;;;;2036.0;154.98046875
1;31800;SQUID_INK;1850;2;1849;24;;;1852;24;;;;;1851.0;613.6015625
1;31800;RAINFOREST_RESIN;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;530.0
1;31900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;530.0
1;31900;SQUID_INK;1848;8;1847;26;;;1851;28;;;;;1849.5;545.890625
1;31900;KELP;2034;6;2033;28;;;2037;28;;;;;2035.5;153.10546875
1;32000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;530.0
1;32000;SQUID_INK;1847;22;;;;;1850;22;;;;;1848.5;513.8046875
1;32000;KELP;2033;22;;;;;2037;22;;;;;2035.0;149.9609375
1;32100;KELP;2033;25;;;;;2037;25;;;;;2035.0;146.33984375
1;32100;RAINFOREST_RESIN;9998;9;9995;25;;;10005;25;;;;;10001.5;530.0
1;32100;SQUID_INK;1848;25;;;;;1851;25;;;;;1849.5;549.09375
1;32200;SQUID_INK;1846;25;;;;;1849;25;;;;;1847.5;475.15625
1;32200;KELP;2033;25;;;;;2036;1;2037;24;;;2034.5;150.06640625
1;32200;RAINFOREST_RESIN;9996;1;9995;24;;;10002;5;10004;1;10005;24;9999.0;530.0
1;32300;RAINFOREST_RESIN;10000;3;9996;2;9995;30;10004;2;10005;30;;;10002.0;530.0
1;32300;SQUID_INK;1847;3;1846;32;;;1849;32;;;;;1848.0;479.0703125
1;32300;KELP;2034;3;2033;32;;;2037;32;;;;;2035.5;152.19921875
1;32400;RAINFOREST_RESIN;9998;2;9995;29;;;10005;29;;;;;10001.5;530.0
1;32400;SQUID_INK;1846;29;;;;;1849;29;;;;;1847.5;466.3515625
1;32400;KELP;2033;29;;;;;2037;29;;;;;2035.0;154.0234375
1;32500;KELP;2034;3;2033;24;;;2037;26;;;;;2035.5;157.984375
1;32500;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;530.0
1;32500;SQUID_INK;1846;1;1845;26;;;1848;2;1849;24;;;1847.0;438.6640625
1;32600;SQUID_INK;1843;28;;;;;1846;28;;;;;1844.5;301.1171875
1;32600;KELP;2034;2;2033;26;;;2037;28;;;;;2035.5;165.99609375
1;32600;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;532.0
1;32700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;532.0
1;32700;SQUID_INK;1839;32;;;;;1842;32;;;;;1840.5;101.3515625
1;32700;KELP;2034;32;;;;;2037;32;;;;;2035.5;167.765625
1;32800;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;532.0
1;32800;SQUID_INK;1838;29;;;;;1841;29;;;;;1839.5;51.6875
1;32800;KELP;2034;29;;;;;2037;29;;;;;2035.5;168.1875
1;32900;KELP;2034;21;;;;;2037;21;;;;;2035.5;167.765625
1;32900;RAINFOREST_RESIN;9996;1;9995;20;;;10002;10;10004;1;10005;20;9999.0;532.0
1;32900;SQUID_INK;1834;21;;;;;1837;21;;;;;1835.5;-126.5625
1;33000;SQUID_INK;1837;28;;;;;1839;4;1840;28;;;1838.0;12.1796875
1;33000;KELP;2034;28;;;;;2036;4;2037;28;;;2035.0;168.171875
1;33000;RAINFOREST_RESIN;9998;2;9995;28;;;10005;28;;;;;10001.5;532.0
1;33100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;532.0
1;33100;SQUID_INK;1836;26;;;;;1839;26;;;;;1837.5;-51.0859375
1;33100;KELP;2034;1;2033;25;;;2037;26;;;;;2035.5;163.359375
1;33200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;532.0
1;33200;SQUID_INK;1835;24;;;;;1837;5;1838;24;;;1836.0;-81.2109375
1;33200;KELP;2034;1;2033;23;;;2035;5;2037;24;;;2034.5;162.0859375
1;33300;KELP;2034;31;;;;;2037;31;;;;;2035.5;165.75
1;33300;RAINFOREST_RESIN;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;532.0
1;33300;SQUID_INK;1833;31;;;;;1836;31;;;;;1834.5;-184.6875
1;33400;SQUID_INK;1833;20;;;;;1835;2;1836;20;;;1834.0;-170.5
1;33400;KELP;2034;20;;;;;2036;2;2037;20;;;2035.0;166.0546875
1;33400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;532.0
1;33500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;532.0
1;33500;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;166.5859375
1;33500;KELP;2034;2;2033;21;;;2037;23;;;;;2035.5;165.1484375
1;33600;RAINFOREST_RESIN;9995;27;;;;;9998;2;10005;27;;;9996.5;532.0
1;33600;SQUID_INK;1843;27;;;;;1846;27;;;;;1844.5;308.96875
1;33600;KELP;2033;27;;;;;2037;27;;;;;2035.0;165.1484375
1;33700;KELP;2034;1;2033;25;;;2036;6;2037;26;;;2035.0;165.15625
1;33700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;536.0
1;33700;SQUID_INK;1842;26;;;;;1844;6;1845;26;;;1843.0;285.65625
1;33800;SQUID_INK;1845;21;;;;;1848;21;;;;;1846.5;428.328125
1;33800;KELP;2033;21;;;;;2037;21;;;;;2035.0;165.15625
1;33800;RAINFOREST_RESIN;9995;21;;;;;10002;4;10005;21;;;9998.5;536.0
1;33900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;536.0
1;33900;SQUID_INK;1845;28;;;;;1848;28;;;;;1846.5;420.7734375
1;33900;KELP;2034;28;;;;;2037;28;;;;;2035.5;167.30078125
1;34000;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;580.0
1;34000;SQUID_INK;1848;1;1846;30;;;1849;30;;;;;1848.5;460.7421875
1;34000;KELP;2036;1;2034;2;2033;28;2037;30;;;;;2036.5;165.5078125
1;34100;KELP;2034;27;;;;;2037;27;;;;;2035.5;166.57421875
1;34100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;580.0
1;34100;SQUID_INK;1845;27;;;;;1848;2;1849;25;;;1846.5;438.0234375
1;34200;SQUID_INK;1847;32;;;;;1850;32;;;;;1848.5;504.140625
1;34200;KELP;2034;2;2033;30;;;2037;32;;;;;2035.5;165.6875
1;34200;RAINFOREST_RESIN;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;580.0
1;34300;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;580.0
1;34300;SQUID_INK;1846;28;;;;;1849;29;;;;;1847.5;483.6484375
1;34300;KELP;2034;28;;;;;2037;29;;;;;2035.5;166.8828125
1;34400;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;580.0
1;34400;SQUID_INK;1846;30;;;;;1849;30;;;;;1847.5;484.8359375
1;34400;KELP;2034;2;2033;28;;;2037;30;;;;;2035.5;166.30078125
1;34500;KELP;2034;24;;;;;2037;24;;;;;2035.5;166.58984375
1;34500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;580.0
1;34500;SQUID_INK;1844;24;;;;;1847;24;;;;;1845.5;386.125
1;34600;SQUID_INK;1846;24;;;;;1849;24;;;;;1847.5;457.6640625
1;34600;KELP;2034;24;;;;;2037;24;;;;;2035.5;168.61328125
1;34600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;580.0
1;34700;SQUID_INK;1847;32;;;;;1850;25;;;;;1848.5;517.859375
1;34700;KELP;2034;32;;;;;2037;25;;;;;2035.5;178.146484375
1;34700;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;580.0
1;34800;SQUID_INK;1846;14;;;;;1849;24;;;;;1847.5;473.84375
1;34800;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;580.0
1;34800;KELP;2034;14;;;;;2037;24;;;;;2035.5;179.521484375
1;34900;KELP;2034;24;;;;;2037;24;;;;;2035.5;180.75
1;34900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;580.0
1;34900;SQUID_INK;1844;24;;;;;1848;24;;;;;1846.0;389.453125
1;35000;SQUID_INK;1844;29;;;;;1847;29;;;;;1845.5;374.21875
1;35000;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;580.0
1;35000;KELP;2034;29;;;;;2037;29;;;;;2035.5;183.12109375
1;35100;SQUID_INK;1844;23;;;;;1847;23;;;;;1845.5;353.6328125
1;35100;KELP;2034;23;;;;;2037;23;;;;;2035.5;183.265625
1;35100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;580.0
1;35200;SQUID_INK;1844;24;;;;;1846;3;1847;24;;;1845.0;377.4921875
1;35200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;580.0
1;35200;KELP;2034;24;;;;;2036;3;2037;24;;;2035.0;184.15234375
1;35300;KELP;2034;31;;;;;2037;23;;;;;2035.5;184.15625
1;35300;SQUID_INK;1845;31;;;;;1848;23;;;;;1846.5;411.1953125
1;35300;RAINFOREST_RESIN;9998;8;9996;1;9995;22;10004;1;10005;22;;;10001.0;580.0
1;35400;RAINFOREST_RESIN;10002;1;9996;2;9995;25;10004;2;10005;25;;;10003.0;580.0
1;35400;KELP;2034;27;;;;;2037;2;2038;25;;;2035.5;185.2265625
1;35400;SQUID_INK;1844;27;;;;;1847;27;;;;;1845.5;365.8125
1;35500;KELP;2034;29;;;;;2037;29;;;;;2035.5;183.38671875
1;35500;SQUID_INK;1845;29;;;;;1848;29;;;;;1846.5;420.171875
1;35500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;582.0
1;35600;SQUID_INK;1844;24;;;;;1847;24;;;;;1845.5;376.2890625
1;35600;RAINFOREST_RESIN;9996;1;9995;23;;;10002;3;10004;1;10005;23;9999.0;582.0
1;35600;KELP;2034;24;;;;;2037;24;;;;;2035.5;177.19921875
1;35700;KELP;2034;2;2033;29;;;2037;31;;;;;2035.5;174.26171875
1;35700;SQUID_INK;1842;31;;;;;1845;31;;;;;1843.5;277.84375
1;35700;RAINFOREST_RESIN;9996;2;9995;29;;;10002;9;10004;2;10005;29;9999.0;582.0
1;35800;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;582.0
1;35800;KELP;2034;29;;;;;2037;23;;;;;2035.5;184.39453125
1;35800;SQUID_INK;1843;29;;;;;1846;23;;;;;1844.5;324.2890625
1;35900;KELP;2034;30;;;;;2037;30;;;;;2035.5;184.6796875
1;35900;SQUID_INK;1839;30;;;;;1842;2;1843;28;;;1840.5;142.203125
1;35900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;582.0
1;36000;SQUID_INK;1841;30;;;;;1842;2;1843;2;1844;30;1841.5;234.0859375
1;36000;RAINFOREST_RESIN;9995;30;;;;;10000;2;10002;9;10005;30;9997.5;582.0
1;36000;KELP;2034;30;;;;;2035;2;2036;2;2037;30;2034.5;184.609375
